season,player_id,pa,offense_runs,total_innings,field_innings,defense_runs
2024,642086,307,-0.283161613615627,746.4591506006311,655.3333333333333,0.12349134365731951
2024,608841,313,-12.176182282889119,656.7606967376389,406.99999999999994,-9.72422694395786
2023,543510,226,-7.55492235980762,568.7161188883244,517.0,7.132281656838984
2025,687952,137,-6.259588713710372,302.66666666666663,302.66666666666663,3.2825990855479703
2023,691023,465,9.082986562090737,977.0970764682702,812.6666666666667,-29.814932724834527
2022,664034,613,12.723940105071318,1202.7993818681318,1111.0,-24.073730711479154
2021,405395,296,-7.181704220869942,597.9610982182185,332.0,-3.937693062613302
2021,608385,472,30.83578692041624,890.241695113798,740.3333333333334,-19.297094259930578
2023,666134,424,25.94485834149196,917.4687590816623,912.6666666666666,-6.713853598449084
2025,682998,642,41.19402294366866,1265.3142857142857,1227.0,28.39589045045345
2024,668800,93,-10.349564763020833,284.65717900063254,274.6666666666667,-0.07201098488957916
2021,476704,503,-0.7035896149437733,1045.8065342238924,413.3333333333333,-8.037355280193665
2022,602074,408,2.0757186348453356,778.2150034650034,758.6666666666665,7.184485118104797
2023,677951,694,23.208905621957918,1363.0900900900904,1282.3333333333335,1.879067499681649
2023,518692,730,61.30232535932903,1382.1087428883172,1347.6666666666667,-14.80216576776086
2023,669357,464,16.301043469649976,920.0819638787018,652.3333333333333,-4.0693299889807735
2021,660634,161,-4.048438965793407,355.66666666666663,346.66666666666663,14.544837249136881
2025,622761,83,-3.6355161769809317,213.74994375005048,162.66666666666669,-0.9565980015192275
2025,624428,459,-8.60315537028082,921.9239480758561,758.0,19.511758812265242
2021,462101,527,-15.623912033539002,1259.3333333333333,1259.3333333333333,0.1305432959852757
2024,671739,470,0.9774641237758648,955.3387254901961,941.6666666666666,-14.35430809843865
2024,696100,224,-10.666127989253573,579.5074474545063,475.33333333333337,-4.405629033070283
2025,669911,337,-15.88703767112828,730.715940430226,717.0,-13.928936238491952
2021,553869,371,-4.06325983916003,865.469704300846,847.3333333333334,9.608760646831417
2022,518595,426,12.311037815896023,924.2384857698578,854.0,8.833134586454998
2021,660294,262,-4.648552918260426,575.8098501035377,440.3333333333333,-14.190439752549189
2023,657557,400,-17.822629417664043,929.756129236617,914.0,-8.059494859687963
2023,668942,350,-4.799492873712379,759.0198130909832,606.3333333333334,11.458749098824534
2021,641658,494,-13.94486758494685,1227.661792423405,1194.0,0.51679387696147
2022,621563,371,-3.18154826844075,820.8743722139598,793.0,4.258974198977176
2024,542932,74,0.4790485397311714,184.52252252252254,182.33333333333331,-2.1878505798690098
2024,665742,713,67.32459374584379,1369.2216690374585,1322.3333333333335,-10.375746594740788
2023,547180,546,27.660046232593487,1091.1473857057017,293.6666666666667,-12.607582525676314
2025,543309,327,0.6556169485362462,777.1114099052912,631.0,-0.9307255532360924
2023,592206,671,8.62666701373637,1366.623940767419,1239.6666666666665,-40.29976987134102
2023,671221,337,-2.7235870768495327,696.8962776717367,649.3333333333333,17.560575963024252
2023,462101,406,-8.086372162644489,1006.0567375886525,1004.3333333333334,4.3163758653726
2025,673962,511,-4.949232482056866,1105.5274246586748,1053.6666666666667,19.398812976739315
2025,592518,678,15.85221012634086,1377.1094449433544,1231.0,4.480990483333429
2025,694212,118,-6.8459624095891085,253.64106762346762,191.33333333333331,0.9171905573337515
2024,670623,641,8.10906250425044,1281.1458229508983,1119.0,-8.764542210308857
2024,686611,132,-1.754685851538926,256.33333333333337,256.33333333333337,3.4123053256393527
2024,664901,141,-6.813947993038134,356.4713832678949,341.0,-2.8335704501854595
2022,657041,548,0.9105304959541165,1448.5740946045826,1440.666666666667,-29.873478014041076
2023,666969,632,27.22176526934378,1257.517933441235,1169.3333333333335,-9.143195050602474
2025,682626,277,8.498423613050768,648.647619047619,628.3333333333333,5.6980501704686874
2024,670156,106,-6.5196834801643115,299.15109201847054,251.66666666666666,4.91157662799892
2023,665019,148,-5.28834201903931,327.30010844579164,260.6666666666667,1.3006050582448185
2025,641584,217,-0.8228558008072155,468.6137644425854,381.0,7.444079737095398
2021,547180,599,52.98462042887703,1194.770067401045,1082.6666666666665,-24.979341675899768
2024,642731,381,-15.612327991157002,816.0382327770646,790.6666666666666,-19.848516866937146
2024,672695,388,9.866818801306803,849.9814299023308,818.0,21.67268338093085
2023,624415,338,6.137353364499259,869.2165621312292,847.6666666666667,-10.663594834432766
2023,605137,617,-1.3535970103457027,1272.3101399011503,381.6666666666667,-18.643394579106168
2025,691594,342,-4.80722515885741,820.0651972828443,791.9999999999999,-1.5613354450414554
2024,547989,120,-15.344545819908637,304.33333333333337,304.33333333333337,-1.9420315754252075
2025,695657,284,11.6471455897866,616.9999999999999,616.9999999999999,9.036209998379931
2023,670541,496,37.53577917367869,985.8432912396589,345.33333333333337,-21.526177114300918
2021,519390,238,-10.230043301594586,567.2116366960853,537.6666666666666,4.616970722661365
2025,671289,428,-6.407295212655921,874.9561666580028,629.3333333333334,-20.587779473624195
2024,682729,66,-0.17388347463874798,161.20783294380854,137.33333333333334,0.5124636862266222
2022,502110,596,3.093480146063392,1214.6607193086704,0.0,-14.579261034226146
2025,656941,724,53.999636700989456,1439.8034497789283,66.66666666666666,-13.49007088287534
