game_pk,home,maxi,inning,half,runs
776148,MIA,9,1,top,0
776148,MIA,9,1,bottom,0
776148,MIA,9,2,top,0
776148,MIA,9,2,bottom,0
776148,MIA,9,3,top,0
776148,MIA,9,3,bottom,0
776148,MIA,9,4,top,0
776148,MIA,9,4,bottom,4
776148,MIA,9,5,top,0
776148,MIA,9,5,bottom,0
776148,MIA,9,6,top,0
776148,MIA,9,6,bottom,0
776148,MIA,9,7,top,0
776148,MIA,9,7,bottom,0
776148,MIA,9,8,top,0
776148,MIA,9,8,bottom,0
776148,MIA,9,9,top,0
776148,MIA,9,9,bottom,NA
776161,MIA,9,1,top,1
776161,MIA,9,1,bottom,0
776161,MIA,9,2,top,0
776161,MIA,9,2,bottom,0
776161,MIA,9,3,top,1
776161,MIA,9,3,bottom,0
776161,MIA,9,4,top,0
776161,MIA,9,4,bottom,0
776161,MIA,9,5,top,0
776161,MIA,9,5,bottom,0
776161,MIA,9,6,top,1
776161,MIA,9,6,bottom,0
776161,MIA,9,7,top,0
776161,MIA,9,7,bottom,0
776161,MIA,9,8,top,0
776161,MIA,9,8,bottom,0
776161,MIA,9,9,top,2
776161,MIA,9,9,bottom,0
776173,MIA,9,1,top,2
776173,MIA,9,1,bottom,0
776173,MIA,9,2,top,0
776173,MIA,9,2,bottom,0
776173,MIA,9,3,top,0
776173,MIA,9,3,bottom,0
776173,MIA,9,4,top,0
776173,MIA,9,4,bottom,0
776173,MIA,9,5,top,0
776173,MIA,9,5,bottom,6
776173,MIA,9,6,top,0
776173,MIA,9,6,bottom,0
776173,MIA,9,7,top,0
776173,MIA,9,7,bottom,0
776173,MIA,9,8,top,0
776173,MIA,9,8,bottom,0
776173,MIA,9,9,top,0
776173,MIA,9,9,bottom,NA
776188,PHI,9,1,top,0
776188,PHI,9,1,bottom,1
776188,PHI,9,2,top,0
776188,PHI,9,2,bottom,0
776188,PHI,9,3,top,0
776188,PHI,9,3,bottom,0
776188,PHI,9,4,top,0
776188,PHI,9,4,bottom,0
776188,PHI,9,5,top,0
776188,PHI,9,5,bottom,0
776188,PHI,9,6,top,0
776188,PHI,9,6,bottom,0
776188,PHI,9,7,top,0
776188,PHI,9,7,bottom,0
776188,PHI,9,8,top,0
776188,PHI,9,8,bottom,0
776188,PHI,9,9,top,0
776188,PHI,9,9,bottom,NA
776201,PHI,9,1,top,0
776201,PHI,9,1,bottom,0
776201,PHI,9,2,top,1
776201,PHI,9,2,bottom,0
776201,PHI,9,3,top,0
776201,PHI,9,3,bottom,1
776201,PHI,9,4,top,0
776201,PHI,9,4,bottom,2
776201,PHI,9,5,top,0
776201,PHI,9,5,bottom,3
776201,PHI,9,6,top,0
776201,PHI,9,6,bottom,0
776201,PHI,9,7,top,0
776201,PHI,9,7,bottom,5
776201,PHI,9,8,top,0
776201,PHI,9,8,bottom,0
776201,PHI,9,9,top,0
776201,PHI,9,9,bottom,NA
776215,PHI,11,1,top,0
776215,PHI,11,1,bottom,1
776215,PHI,11,2,top,0
776215,PHI,11,2,bottom,2
776215,PHI,11,3,top,0
776215,PHI,11,3,bottom,0
776215,PHI,11,4,top,0
776215,PHI,11,4,bottom,0
776215,PHI,11,5,top,0
776215,PHI,11,5,bottom,0
776215,PHI,11,6,top,0
776215,PHI,11,6,bottom,0
776215,PHI,11,7,top,0
776215,PHI,11,7,bottom,0
776215,PHI,11,8,top,2
776215,PHI,11,8,bottom,0
776215,PHI,11,9,top,1
776215,PHI,11,9,bottom,0
776215,PHI,11,10,top,2
776215,PHI,11,10,bottom,2
776215,PHI,11,11,top,1
776215,PHI,11,11,bottom,0
776226,TEX,9,1,top,0
776226,TEX,9,1,bottom,0
776226,TEX,9,2,top,0
776226,TEX,9,2,bottom,0
776226,TEX,9,3,top,0
776226,TEX,9,3,bottom,0
776226,TEX,9,4,top,2
776226,TEX,9,4,bottom,0
776226,TEX,9,5,top,1
776226,TEX,9,5,bottom,0
776226,TEX,9,6,top,0
776226,TEX,9,6,bottom,2
776226,TEX,9,7,top,1
776226,TEX,9,7,bottom,0
776226,TEX,9,8,top,0
776226,TEX,9,8,bottom,0
776226,TEX,9,9,top,0
776226,TEX,9,9,bottom,0
776242,TEX,9,1,top,0
776242,TEX,9,1,bottom,0
776242,TEX,9,2,top,1
776242,TEX,9,2,bottom,0
776242,TEX,9,3,top,0
776242,TEX,9,3,bottom,2
776242,TEX,9,4,top,1
776242,TEX,9,4,bottom,0
776242,TEX,9,5,top,0
776242,TEX,9,5,bottom,0
776242,TEX,9,6,top,2
776242,TEX,9,6,bottom,0
776242,TEX,9,7,top,0
776242,TEX,9,7,bottom,0
776242,TEX,9,8,top,0
776242,TEX,9,8,bottom,0
776242,TEX,9,9,top,0
776242,TEX,9,9,bottom,1
776251,TEX,12,1,top,0
776251,TEX,12,1,bottom,0
776251,TEX,12,2,top,0
776251,TEX,12,2,bottom,1
776251,TEX,12,3,top,0
776251,TEX,12,3,bottom,0
776251,TEX,12,4,top,0
776251,TEX,12,4,bottom,0
776251,TEX,12,5,top,0
776251,TEX,12,5,bottom,0
776251,TEX,12,6,top,0
776251,TEX,12,6,bottom,0
776251,TEX,12,7,top,1
776251,TEX,12,7,bottom,0
776251,TEX,12,8,top,0
776251,TEX,12,8,bottom,0
776251,TEX,12,9,top,0
776251,TEX,12,9,bottom,0
776251,TEX,12,10,top,2
776251,TEX,12,10,bottom,2
776251,TEX,12,11,top,0
776251,TEX,12,11,bottom,0
776251,TEX,12,12,top,3
776251,TEX,12,12,bottom,1
776270,COL,9,1,top,0
776270,COL,9,1,bottom,0
776270,COL,9,2,top,1
776270,COL,9,2,bottom,2
776270,COL,9,3,top,3
776270,COL,9,3,bottom,0
776270,COL,9,4,top,0
776270,COL,9,4,bottom,0
776270,COL,9,5,top,0
776270,COL,9,5,bottom,0
776270,COL,9,6,top,0
776270,COL,9,6,bottom,0
776270,COL,9,7,top,2
776270,COL,9,7,bottom,1
776270,COL,9,8,top,1
776270,COL,9,8,bottom,0
776270,COL,9,9,top,2
776270,COL,9,9,bottom,4
776277,COL,9,1,top,0
776277,COL,9,1,bottom,0
776277,COL,9,2,top,0
776277,COL,9,2,bottom,2
776277,COL,9,3,top,1
776277,COL,9,3,bottom,0
776277,COL,9,4,top,2
776277,COL,9,4,bottom,1
776277,COL,9,5,top,0
776277,COL,9,5,bottom,0
776277,COL,9,6,top,1
776277,COL,9,6,bottom,0
776277,COL,9,7,top,1
776277,COL,9,7,bottom,0
776277,COL,9,8,top,2
776277,COL,9,8,bottom,0
776277,COL,9,9,top,1
776277,COL,9,9,bottom,1
776293,COL,9,1,top,0
776293,COL,9,1,bottom,0
776293,COL,9,2,top,0
776293,COL,9,2,bottom,0
776293,COL,9,3,top,3
776293,COL,9,3,bottom,0
776293,COL,9,4,top,0
776293,COL,9,4,bottom,0
776293,COL,9,5,top,0
776293,COL,9,5,bottom,0
776293,COL,9,6,top,3
776293,COL,9,6,bottom,0
776293,COL,9,7,top,0
776293,COL,9,7,bottom,0
776293,COL,9,8,top,0
776293,COL,9,8,bottom,3
776293,COL,9,9,top,0
776293,COL,9,9,bottom,2
776332,MIA,9,1,top,0
776332,MIA,9,1,bottom,0
776332,MIA,9,2,top,2
776332,MIA,9,2,bottom,0
776332,MIA,9,3,top,0
776332,MIA,9,3,bottom,0
776332,MIA,9,4,top,0
776332,MIA,9,4,bottom,0
776332,MIA,9,5,top,0
776332,MIA,9,5,bottom,0
776332,MIA,9,6,top,0
776332,MIA,9,6,bottom,0
776332,MIA,9,7,top,0
776332,MIA,9,7,bottom,0
776332,MIA,9,8,top,0
776332,MIA,9,8,bottom,0
776332,MIA,9,9,top,0
776332,MIA,9,9,bottom,0
776347,MIA,11,1,top,0
776347,MIA,11,1,bottom,1
776347,MIA,11,2,top,0
776347,MIA,11,2,bottom,1
776347,MIA,11,3,top,2
776347,MIA,11,3,bottom,0
776347,MIA,11,4,top,0
776347,MIA,11,4,bottom,0
776347,MIA,11,5,top,1
776347,MIA,11,5,bottom,0
776347,MIA,11,6,top,0
776347,MIA,11,6,bottom,1
776347,MIA,11,7,top,0
776347,MIA,11,7,bottom,0
776347,MIA,11,8,top,0
776347,MIA,11,8,bottom,0
776347,MIA,11,9,top,0
776347,MIA,11,9,bottom,0
776347,MIA,11,10,top,0
776347,MIA,11,10,bottom,0
776347,MIA,11,11,top,1
776347,MIA,11,11,bottom,3
776366,MIA,9,1,top,0
776366,MIA,9,1,bottom,1
776366,MIA,9,2,top,0
776366,MIA,9,2,bottom,2
776366,MIA,9,3,top,0
776366,MIA,9,3,bottom,0
776366,MIA,9,4,top,1
776366,MIA,9,4,bottom,2
776366,MIA,9,5,top,0
776366,MIA,9,5,bottom,0
776366,MIA,9,6,top,0
776366,MIA,9,6,bottom,3
776366,MIA,9,7,top,1
776366,MIA,9,7,bottom,0
776366,MIA,9,8,top,0
776366,MIA,9,8,bottom,0
776366,MIA,9,9,top,0
776366,MIA,9,9,bottom,NA
776367,MIA,9,1,top,0
776367,MIA,9,1,bottom,2
776367,MIA,9,2,top,0
776367,MIA,9,2,bottom,0
776367,MIA,9,3,top,0
776367,MIA,9,3,bottom,0
776367,MIA,9,4,top,0
776367,MIA,9,4,bottom,0
776367,MIA,9,5,top,0
776367,MIA,9,5,bottom,0
776367,MIA,9,6,top,0
776367,MIA,9,6,bottom,0
776367,MIA,9,7,top,0
776367,MIA,9,7,bottom,0
776367,MIA,9,8,top,0
776367,MIA,9,8,bottom,3
776367,MIA,9,9,top,0
776367,MIA,9,9,bottom,NA
776386,MIA,9,1,top,0
776386,MIA,9,1,bottom,0
776386,MIA,9,2,top,0
776386,MIA,9,2,bottom,0
776386,MIA,9,3,top,1
776386,MIA,9,3,bottom,0
776386,MIA,9,4,top,0
776386,MIA,9,4,bottom,0
776386,MIA,9,5,top,0
776386,MIA,9,5,bottom,0
776386,MIA,9,6,top,2
776386,MIA,9,6,bottom,4
776386,MIA,9,7,top,0
776386,MIA,9,7,bottom,1
776386,MIA,9,8,top,0
776386,MIA,9,8,bottom,3
776386,MIA,9,9,top,0
776386,MIA,9,9,bottom,NA
776397,MIA,9,1,top,3
776397,MIA,9,1,bottom,0
776397,MIA,9,2,top,0
776397,MIA,9,2,bottom,1
776397,MIA,9,3,top,0
776397,MIA,9,3,bottom,0
776397,MIA,9,4,top,2
776397,MIA,9,4,bottom,0
776397,MIA,9,5,top,1
776397,MIA,9,5,bottom,0
776397,MIA,9,6,top,1
776397,MIA,9,6,bottom,0
776397,MIA,9,7,top,0
776397,MIA,9,7,bottom,0
776397,MIA,9,8,top,0
776397,MIA,9,8,bottom,1
776397,MIA,9,9,top,0
776397,MIA,9,9,bottom,3
776409,MIA,9,1,top,0
776409,MIA,9,1,bottom,0
776409,MIA,9,2,top,1
776409,MIA,9,2,bottom,1
776409,MIA,9,3,top,0
776409,MIA,9,3,bottom,0
776409,MIA,9,4,top,1
776409,MIA,9,4,bottom,0
776409,MIA,9,5,top,6
776409,MIA,9,5,bottom,1
776409,MIA,9,6,top,3
776409,MIA,9,6,bottom,0
776409,MIA,9,7,top,2
776409,MIA,9,7,bottom,0
776409,MIA,9,8,top,0
776409,MIA,9,8,bottom,4
776409,MIA,9,9,top,2
776409,MIA,9,9,bottom,1
776426,MIA,9,1,top,0
776426,MIA,9,1,bottom,4
776426,MIA,9,2,top,1
776426,MIA,9,2,bottom,0
776426,MIA,9,3,top,0
776426,MIA,9,3,bottom,0
776426,MIA,9,4,top,0
776426,MIA,9,4,bottom,0
776426,MIA,9,5,top,0
776426,MIA,9,5,bottom,0
776426,MIA,9,6,top,2
776426,MIA,9,6,bottom,0
776426,MIA,9,7,top,0
776426,MIA,9,7,bottom,1
776426,MIA,9,8,top,0
776426,MIA,9,8,bottom,0
776426,MIA,9,9,top,1
776426,MIA,9,9,bottom,NA
776433,MIA,9,1,top,2
776433,MIA,9,1,bottom,0
776433,MIA,9,2,top,0
776433,MIA,9,2,bottom,0
776433,MIA,9,3,top,0
776433,MIA,9,3,bottom,0
776433,MIA,9,4,top,2
776433,MIA,9,4,bottom,2
776433,MIA,9,5,top,0
776433,MIA,9,5,bottom,0
776433,MIA,9,6,top,0
776433,MIA,9,6,bottom,0
776433,MIA,9,7,top,0
776433,MIA,9,7,bottom,0
776433,MIA,9,8,top,0
776433,MIA,9,8,bottom,0
776433,MIA,9,9,top,0
776433,MIA,9,9,bottom,0
776456,MIA,9,1,top,1
776456,MIA,9,1,bottom,0
776456,MIA,9,2,top,1
776456,MIA,9,2,bottom,0
776456,MIA,9,3,top,0
776456,MIA,9,3,bottom,1
776456,MIA,9,4,top,3
776456,MIA,9,4,bottom,0
776456,MIA,9,5,top,0
776456,MIA,9,5,bottom,0
776456,MIA,9,6,top,0
776456,MIA,9,6,bottom,0
776456,MIA,9,7,top,4
776456,MIA,9,7,bottom,0
776456,MIA,9,8,top,0
776456,MIA,9,8,bottom,2
776456,MIA,9,9,top,0
776456,MIA,9,9,bottom,0
776477,WSH,9,1,top,0
776477,WSH,9,1,bottom,3
776477,WSH,9,2,top,0
776477,WSH,9,2,bottom,2
776477,WSH,9,3,top,0
776477,WSH,9,3,bottom,0
776477,WSH,9,4,top,0
776477,WSH,9,4,bottom,2
776477,WSH,9,5,top,4
776477,WSH,9,5,bottom,0
776477,WSH,9,6,top,0
776477,WSH,9,6,bottom,1
776477,WSH,9,7,top,0
776477,WSH,9,7,bottom,0
776477,WSH,9,8,top,1
776477,WSH,9,8,bottom,2
776477,WSH,9,9,top,0
776477,WSH,9,9,bottom,NA
776482,WSH,9,1,top,0
776482,WSH,9,1,bottom,0
776482,WSH,9,2,top,0
776482,WSH,9,2,bottom,2
776482,WSH,9,3,top,0
776482,WSH,9,3,bottom,1
776482,WSH,9,4,top,2
776482,WSH,9,4,bottom,2
776482,WSH,9,5,top,0
776482,WSH,9,5,bottom,0
776482,WSH,9,6,top,0
776482,WSH,9,6,bottom,0
776482,WSH,9,7,top,0
776482,WSH,9,7,bottom,0
776482,WSH,9,8,top,0
776482,WSH,9,8,bottom,0
776482,WSH,9,9,top,0
776482,WSH,9,9,bottom,NA
776498,WSH,9,1,top,0
776498,WSH,9,1,bottom,0
776498,WSH,9,2,top,0
776498,WSH,9,2,bottom,2
776498,WSH,9,3,top,0
776498,WSH,9,3,bottom,0
776498,WSH,9,4,top,0
776498,WSH,9,4,bottom,0
776498,WSH,9,5,top,0
776498,WSH,9,5,bottom,0
776498,WSH,9,6,top,0
776498,WSH,9,6,bottom,0
776498,WSH,9,7,top,0
776498,WSH,9,7,bottom,0
776498,WSH,9,8,top,0
776498,WSH,9,8,bottom,0
776498,WSH,9,9,top,0
776498,WSH,9,9,bottom,NA
776519,NYM,9,1,top,1
776519,NYM,9,1,bottom,0
776519,NYM,9,2,top,0
776519,NYM,9,2,bottom,0
776519,NYM,9,3,top,2
776519,NYM,9,3,bottom,0
776519,NYM,9,4,top,1
776519,NYM,9,4,bottom,0
776519,NYM,9,5,top,1
776519,NYM,9,5,bottom,0
776519,NYM,9,6,top,0
776519,NYM,9,6,bottom,0
776519,NYM,9,7,top,0
776519,NYM,9,7,bottom,1
776519,NYM,9,8,top,0
776519,NYM,9,8,bottom,0
776519,NYM,9,9,top,0
776519,NYM,9,9,bottom,0
776535,NYM,9,1,top,5
776535,NYM,9,1,bottom,1
776535,NYM,9,2,top,0
776535,NYM,9,2,bottom,1
776535,NYM,9,3,top,3
776535,NYM,9,3,bottom,3
776535,NYM,9,4,top,0
776535,NYM,9,4,bottom,1
776535,NYM,9,5,top,0
776535,NYM,9,5,bottom,0
776535,NYM,9,6,top,0
776535,NYM,9,6,bottom,2
776535,NYM,9,7,top,1
776535,NYM,9,7,bottom,0
776535,NYM,9,8,top,0
776535,NYM,9,8,bottom,0
776535,NYM,9,9,top,2
776535,NYM,9,9,bottom,0
776548,NYM,9,1,top,0
776548,NYM,9,1,bottom,5
776548,NYM,9,2,top,0
776548,NYM,9,2,bottom,7
776548,NYM,9,3,top,0
776548,NYM,9,3,bottom,0
776548,NYM,9,4,top,0
776548,NYM,9,4,bottom,0
776548,NYM,9,5,top,4
776548,NYM,9,5,bottom,0
776548,NYM,9,6,top,0
776548,NYM,9,6,bottom,1
776548,NYM,9,7,top,0
776548,NYM,9,7,bottom,0
776548,NYM,9,8,top,1
776548,NYM,9,8,bottom,6
776548,NYM,9,9,top,4
776548,NYM,9,9,bottom,NA
776558,NYM,9,1,top,1
776558,NYM,9,1,bottom,2
776558,NYM,9,2,top,0
776558,NYM,9,2,bottom,0
776558,NYM,9,3,top,3
776558,NYM,9,3,bottom,0
776558,NYM,9,4,top,0
776558,NYM,9,4,bottom,0
776558,NYM,9,5,top,0
776558,NYM,9,5,bottom,2
776558,NYM,9,6,top,0
776558,NYM,9,6,bottom,0
776558,NYM,9,7,top,3
776558,NYM,9,7,bottom,0
776558,NYM,9,8,top,0
776558,NYM,9,8,bottom,0
776558,NYM,9,9,top,0
776558,NYM,9,9,bottom,0
776565,MIA,9,1,top,1
776565,MIA,9,1,bottom,0
776565,MIA,9,2,top,0
776565,MIA,9,2,bottom,0
776565,MIA,9,3,top,5
776565,MIA,9,3,bottom,0
776565,MIA,9,4,top,3
776565,MIA,9,4,bottom,0
776565,MIA,9,5,top,0
776565,MIA,9,5,bottom,1
776565,MIA,9,6,top,2
776565,MIA,9,6,bottom,0
776565,MIA,9,7,top,1
776565,MIA,9,7,bottom,0
776565,MIA,9,8,top,0
776565,MIA,9,8,bottom,0
776565,MIA,9,9,top,0
776565,MIA,9,9,bottom,0
776581,MIA,9,1,top,1
776581,MIA,9,1,bottom,1
776581,MIA,9,2,top,0
776581,MIA,9,2,bottom,0
776581,MIA,9,3,top,0
776581,MIA,9,3,bottom,0
776581,MIA,9,4,top,1
776581,MIA,9,4,bottom,0
776581,MIA,9,5,top,0
776581,MIA,9,5,bottom,0
776581,MIA,9,6,top,0
776581,MIA,9,6,bottom,0
776581,MIA,9,7,top,0
776581,MIA,9,7,bottom,1
776581,MIA,9,8,top,0
776581,MIA,9,8,bottom,0
776581,MIA,9,9,top,9
776581,MIA,9,9,bottom,0
776600,MIA,9,1,top,0
776600,MIA,9,1,bottom,0
776600,MIA,9,2,top,0
776600,MIA,9,2,bottom,0
776600,MIA,9,3,top,0
776600,MIA,9,3,bottom,0
776600,MIA,9,4,top,0
776600,MIA,9,4,bottom,0
776600,MIA,9,5,top,0
776600,MIA,9,5,bottom,1
776600,MIA,9,6,top,0
776600,MIA,9,6,bottom,0
776600,MIA,9,7,top,0
776600,MIA,9,7,bottom,0
776600,MIA,9,8,top,0
776600,MIA,9,8,bottom,1
776600,MIA,9,9,top,1
776600,MIA,9,9,bottom,NA
776614,MIA,9,1,top,0
776614,MIA,9,1,bottom,0
776614,MIA,9,2,top,0
776614,MIA,9,2,bottom,0
776614,MIA,9,3,top,0
776614,MIA,9,3,bottom,1
776614,MIA,9,4,top,0
776614,MIA,9,4,bottom,0
776614,MIA,9,5,top,0
776614,MIA,9,5,bottom,3
776614,MIA,9,6,top,0
776614,MIA,9,6,bottom,0
776614,MIA,9,7,top,3
776614,MIA,9,7,bottom,1
776614,MIA,9,8,top,0
776614,MIA,9,8,bottom,0
776614,MIA,9,9,top,0
776614,MIA,9,9,bottom,NA
776630,MIA,12,1,top,0
776630,MIA,12,1,bottom,0
776630,MIA,12,2,top,0
776630,MIA,12,2,bottom,0
776630,MIA,12,3,top,1
776630,MIA,12,3,bottom,0
776630,MIA,12,4,top,0
776630,MIA,12,4,bottom,0
776630,MIA,12,5,top,0
776630,MIA,12,5,bottom,0
776630,MIA,12,6,top,2
776630,MIA,12,6,bottom,0
776630,MIA,12,7,top,1
776630,MIA,12,7,bottom,3
776630,MIA,12,8,top,0
776630,MIA,12,8,bottom,0
776630,MIA,12,9,top,0
776630,MIA,12,9,bottom,1
776630,MIA,12,10,top,1
776630,MIA,12,10,bottom,1
776630,MIA,12,11,top,1
776630,MIA,12,11,bottom,1
776630,MIA,12,12,top,1
776630,MIA,12,12,bottom,0
776646,MIA,9,1,top,3
776646,MIA,9,1,bottom,0
776646,MIA,9,2,top,0
776646,MIA,9,2,bottom,1
776646,MIA,9,3,top,0
776646,MIA,9,3,bottom,0
776646,MIA,9,4,top,0
776646,MIA,9,4,bottom,0
776646,MIA,9,5,top,0
776646,MIA,9,5,bottom,0
776646,MIA,9,6,top,2
776646,MIA,9,6,bottom,0
776646,MIA,9,7,top,0
776646,MIA,9,7,bottom,0
776646,MIA,9,8,top,0
776646,MIA,9,8,bottom,1
776646,MIA,9,9,top,0
776646,MIA,9,9,bottom,0
776670,MIA,9,1,top,0
776670,MIA,9,1,bottom,0
776670,MIA,9,2,top,0
776670,MIA,9,2,bottom,1
776670,MIA,9,3,top,0
776670,MIA,9,3,bottom,2
776670,MIA,9,4,top,0
776670,MIA,9,4,bottom,0
776670,MIA,9,5,top,1
776670,MIA,9,5,bottom,1
776670,MIA,9,6,top,1
776670,MIA,9,6,bottom,1
776670,MIA,9,7,top,0
776670,MIA,9,7,bottom,0
776670,MIA,9,8,top,0
776670,MIA,9,8,bottom,1
776670,MIA,9,9,top,0
776670,MIA,9,9,bottom,NA
776686,MIA,9,1,top,1
776686,MIA,9,1,bottom,0
776686,MIA,9,2,top,2
776686,MIA,9,2,bottom,0
776686,MIA,9,3,top,1
776686,MIA,9,3,bottom,0
776686,MIA,9,4,top,0
776686,MIA,9,4,bottom,2
776686,MIA,9,5,top,2
776686,MIA,9,5,bottom,0
776686,MIA,9,6,top,0
776686,MIA,9,6,bottom,2
776686,MIA,9,7,top,1
776686,MIA,9,7,bottom,0
776686,MIA,9,8,top,0
776686,MIA,9,8,bottom,0
776686,MIA,9,9,top,0
776686,MIA,9,9,bottom,0
776688,MIA,9,1,top,0
776688,MIA,9,1,bottom,1
776688,MIA,9,2,top,0
776688,MIA,9,2,bottom,0
776688,MIA,9,3,top,0
776688,MIA,9,3,bottom,0
776688,MIA,9,4,top,0
776688,MIA,9,4,bottom,1
776688,MIA,9,5,top,3
776688,MIA,9,5,bottom,0
776688,MIA,9,6,top,0
776688,MIA,9,6,bottom,1
776688,MIA,9,7,top,1
776688,MIA,9,7,bottom,0
776688,MIA,9,8,top,1
776688,MIA,9,8,bottom,0
776688,MIA,9,9,top,3
776688,MIA,9,9,bottom,0
776714,BOS,9,1,top,0
776714,BOS,9,1,bottom,0
776714,BOS,9,2,top,0
776714,BOS,9,2,bottom,0
776714,BOS,9,3,top,1
776714,BOS,9,3,bottom,0
776714,BOS,9,4,top,0
776714,BOS,9,4,bottom,2
776714,BOS,9,5,top,0
776714,BOS,9,5,bottom,0
776714,BOS,9,6,top,0
776714,BOS,9,6,bottom,0
776714,BOS,9,7,top,0
776714,BOS,9,7,bottom,1
776714,BOS,9,8,top,1
776714,BOS,9,8,bottom,0
776714,BOS,9,9,top,3
776714,BOS,9,9,bottom,0
776724,BOS,9,1,top,0
776724,BOS,9,1,bottom,2
776724,BOS,9,2,top,0
776724,BOS,9,2,bottom,0
776724,BOS,9,3,top,0
776724,BOS,9,3,bottom,4
776724,BOS,9,4,top,0
776724,BOS,9,4,bottom,1
776724,BOS,9,5,top,1
776724,BOS,9,5,bottom,0
776724,BOS,9,6,top,0
776724,BOS,9,6,bottom,0
776724,BOS,9,7,top,1
776724,BOS,9,7,bottom,0
776724,BOS,9,8,top,0
776724,BOS,9,8,bottom,0
776724,BOS,9,9,top,3
776724,BOS,9,9,bottom,NA
776741,BOS,9,1,top,0
776741,BOS,9,1,bottom,0
776741,BOS,9,2,top,0
776741,BOS,9,2,bottom,0
776741,BOS,9,3,top,1
776741,BOS,9,3,bottom,0
776741,BOS,9,4,top,0
776741,BOS,9,4,bottom,0
776741,BOS,9,5,top,0
776741,BOS,9,5,bottom,0
776741,BOS,9,6,top,0
776741,BOS,9,6,bottom,1
776741,BOS,9,7,top,0
776741,BOS,9,7,bottom,0
776741,BOS,9,8,top,0
776741,BOS,9,8,bottom,0
776741,BOS,9,9,top,0
776741,BOS,9,9,bottom,1
776745,CLE,9,1,top,3
776745,CLE,9,1,bottom,3
776745,CLE,9,2,top,0
776745,CLE,9,2,bottom,0
776745,CLE,9,3,top,0
776745,CLE,9,3,bottom,0
776745,CLE,9,4,top,1
776745,CLE,9,4,bottom,0
776745,CLE,9,5,top,0
776745,CLE,9,5,bottom,2
776745,CLE,9,6,top,0
776745,CLE,9,6,bottom,0
776745,CLE,9,7,top,0
776745,CLE,9,7,bottom,4
776745,CLE,9,8,top,0
776745,CLE,9,8,bottom,0
776745,CLE,9,9,top,0
776745,CLE,9,9,bottom,NA
776766,CLE,9,1,top,4
776766,CLE,9,1,bottom,1
776766,CLE,9,2,top,0
776766,CLE,9,2,bottom,0
776766,CLE,9,3,top,0
776766,CLE,9,3,bottom,0
776766,CLE,9,4,top,0
776766,CLE,9,4,bottom,3
776766,CLE,9,5,top,2
776766,CLE,9,5,bottom,0
776766,CLE,9,6,top,5
776766,CLE,9,6,bottom,0
776766,CLE,9,7,top,2
776766,CLE,9,7,bottom,0
776766,CLE,9,8,top,0
776766,CLE,9,8,bottom,0
776766,CLE,9,9,top,0
776766,CLE,9,9,bottom,0
776778,CLE,9,1,top,0
776778,CLE,9,1,bottom,2
776778,CLE,9,2,top,0
776778,CLE,9,2,bottom,1
776778,CLE,9,3,top,0
776778,CLE,9,3,bottom,0
776778,CLE,9,4,top,0
776778,CLE,9,4,bottom,0
776778,CLE,9,5,top,3
776778,CLE,9,5,bottom,0
776778,CLE,9,6,top,0
776778,CLE,9,6,bottom,0
776778,CLE,9,7,top,0
776778,CLE,9,7,bottom,0
776778,CLE,9,8,top,0
776778,CLE,9,8,bottom,1
776778,CLE,9,9,top,0
776778,CLE,9,9,bottom,NA
776803,ATL,9,1,top,0
776803,ATL,9,1,bottom,0
776803,ATL,9,2,top,1
776803,ATL,9,2,bottom,0
776803,ATL,9,3,top,0
776803,ATL,9,3,bottom,0
776803,ATL,9,4,top,0
776803,ATL,9,4,bottom,1
776803,ATL,9,5,top,0
776803,ATL,9,5,bottom,2
776803,ATL,9,6,top,0
776803,ATL,9,6,bottom,0
776803,ATL,9,7,top,0
776803,ATL,9,7,bottom,4
776803,ATL,9,8,top,0
776803,ATL,9,8,bottom,0
776803,ATL,9,9,top,0
776803,ATL,9,9,bottom,NA
776819,ATL,9,1,top,0
776819,ATL,9,1,bottom,0
776819,ATL,9,2,top,0
776819,ATL,9,2,bottom,0
776819,ATL,9,3,top,0
776819,ATL,9,3,bottom,0
776819,ATL,9,4,top,4
776819,ATL,9,4,bottom,1
776819,ATL,9,5,top,0
776819,ATL,9,5,bottom,4
776819,ATL,9,6,top,0
776819,ATL,9,6,bottom,3
776819,ATL,9,7,top,2
776819,ATL,9,7,bottom,0
776819,ATL,9,8,top,0
776819,ATL,9,8,bottom,0
776819,ATL,9,9,top,0
776819,ATL,9,9,bottom,NA
776834,ATL,9,1,top,0
776834,ATL,9,1,bottom,0
776834,ATL,9,2,top,0
776834,ATL,9,2,bottom,0
776834,ATL,9,3,top,1
776834,ATL,9,3,bottom,0
776834,ATL,9,4,top,2
776834,ATL,9,4,bottom,0
776834,ATL,9,5,top,2
776834,ATL,9,5,bottom,0
776834,ATL,9,6,top,0
776834,ATL,9,6,bottom,1
776834,ATL,9,7,top,0
776834,ATL,9,7,bottom,0
776834,ATL,9,8,top,0
776834,ATL,9,8,bottom,0
776834,ATL,9,9,top,0
776834,ATL,9,9,bottom,0
776842,ATL,9,1,top,0
776842,ATL,9,1,bottom,2
776842,ATL,9,2,top,5
776842,ATL,9,2,bottom,0
776842,ATL,9,3,top,0
776842,ATL,9,3,bottom,0
776842,ATL,9,4,top,1
776842,ATL,9,4,bottom,0
776842,ATL,9,5,top,0
