season,game_pk,at_bat_index,original_runner_id,inning,half,batting_score_diff,outs,expected_future_pa,future_defensive_half_innings
2022,661866,19,623993,3,top,2,2,3.0,7
2022,661866,10,596059,2,top,1,2,4.0,8
2022,661875,37,680776,6,top,1,1,1.0,3
2022,661928,9,641933,1,bottom,-3,1,4.0,8
2022,661945,43,680977,6,bottom,-3,1,1.0,3
2022,661706,19,656775,3,top,-2,2,3.0,7
2022,661713,62,570731,8,top,2,1,0.0,2
2022,661913,6,669701,1,bottom,0,2,4.0,8
2022,661913,56,666211,8,top,-1,1,0.0,2
2022,661945,57,673548,8,top,0,1,0.0,2
2022,662000,8,605137,2,top,0,1,4.0,8
2022,662008,64,500871,9,top,-2,1,0.0,1
2022,661675,4,547989,1,top,1,2,5.0,9
2022,661862,57,669004,8,top,0,1,1.0,3
2025,778382,33,641313,5,top,2,0,2.0,5
2025,778420,52,641680,7,bottom,1,2,1.0,2
2025,778436,9,641598,2,top,0,1,3.0,7
2025,778436,1,645302,1,top,0,0,3.0,8
2025,778441,7,663624,2,top,0,0,4.0,8
2025,778460,34,455117,5,top,0,2,1.0,4
2025,778392,34,571771,4,top,-1,1,2.0,6
2025,778434,16,624641,2,bottom,-2,2,3.0,7
2022,662410,16,621035,2,top,1,2,3.0,7
2022,662453,28,592325,3,bottom,-2,2,2.0,6
2022,662468,70,641584,9,top,3,2,0.0,1
2022,662552,17,607043,3,top,0,0,3.0,7
2022,662584,3,502671,1,top,0,2,3.0,8
2022,662711,52,570482,7,top,-2,0,0.0,2
2022,662734,11,592696,2,top,-2,1,2.0,7
2022,662734,39,444489,6,top,-3,0,1.0,3
2022,662757,32,493329,4,bottom,0,0,2.0,5
2022,662757,37,683734,5,top,0,2,1.0,4
2022,662808,20,600869,3,bottom,-1,0,2.0,6
2022,662847,48,641531,6,top,-2,2,1.0,3
2022,662848,5,543257,1,bottom,0,0,4.0,8
2022,662711,53,570482,7,top,-2,1,0.0,2
2024,744845,29,545121,4,bottom,2,2,1.0,5
2024,744908,27,666969,3,top,-1,2,2.0,6
2024,744911,61,687462,8,bottom,-1,0,0.0,1
2024,744911,46,457759,6,bottom,-1,2,1.0,3
2024,745048,2,595777,1,top,0,1,4.0,9
2024,745103,54,607043,6,top,1,2,2.0,5
2024,745103,78,502110,9,top,1,2,0.0,2
2024,744843,4,592626,1,top,2,1,4.0,9
2024,744991,6,608369,1,bottom,0,1,3.0,8
2024,745069,17,680700,2,bottom,-1,2,3.0,7
2024,744839,10,660821,2,top,-1,0,3.0,7
2024,744912,36,687462,4,bottom,0,0,2.0,5
2024,745103,30,676609,3,bottom,0,1,3.0,7
2024,745103,14,676609,2,bottom,-2,0,4.0,8
2024,745074,37,518934,5,top,-3,0,2.0,4
2021,634298,42,595879,5,top,-1,2,2.0,6
2021,634314,50,641933,6,bottom,-1,0,1.0,3
2021,634340,60,543685,8,top,-2,1,0.0,1
2021,634340,44,665120,6,top,-2,2,1.0,3
2021,634399,66,665487,9,bottom,-2,2,0.0,0
2021,634449,30,656716,5,top,0,2,2.0,5
2021,634449,49,595777,7,bottom,-1,1,1.0,2
2021,634475,10,666971,2,top,-1,2,3.0,7
2021,634156,8,665120,2,top,0,0,2.0,7
2021,634176,3,502110,1,top,0,2,3.0,8
2021,634625,1,596103,1,top,0,0,4.0,10
2021,634156,27,488726,4,bottom,0,2,2.0,5
2021,634449,26,595777,4,bottom,0,2,2.0,5
2021,634493,39,452678,6,top,1,0,2.0,4
2021,632616,56,665489,7,bottom,1,0,1.0,2
2021,632637,31,622110,4,bottom,-1,2,2.0,5
2021,632671,43,518735,5,bottom,3,2,1.0,4
2021,632697,28,543592,4,top,-1,1,2.0,5
2021,632704,71,640458,8,bottom,0,2,0.0,1
2021,632736,26,641820,3,bottom,-1,1,3.0,6
2021,632740,38,669257,5,bottom,0,1,1.0,4
2021,632757,8,595751,1,bottom,2,1,3.0,8
2021,632952,45,641487,6,bottom,-1,2,1.0,3
2021,632952,16,647351,2,bottom,-1,2,3.0,7
2021,633003,35,669289,5,bottom,2,2,1.0,4
2021,633034,8,592206,1,bottom,1,2,3.0,8
2021,633063,46,624413,6,bottom,-3,2,1.0,4
2021,633063,71,642086,9,bottom,0,2,0.0,1
2021,633063,56,571657,8,top,1,0,1.0,3
2021,632637,12,571466,2,top,2,1,3.0,8
2021,632697,39,630105,5,top,-3,1,2.0,4
2021,632740,39,669257,5,bottom,0,2,1.0,4
2021,632926,2,664040,1,top,0,1,4.0,9
2021,632950,67,458731,8,bottom,1,1,0.0,1
2021,633034,58,660829,7,top,-3,0,1.0,2
2023,717298,26,671213,3,bottom,3,1,2.0,6
2023,717386,8,543807,1,bottom,-1,2,4.0,8
2023,717395,55,641313,7,top,2,2,0.0,3
2023,717439,42,606466,6,bottom,-1,2,2.0,4
2023,717448,33,672275,5,bottom,-2,0,1.0,4
2023,717508,4,519203,1,bottom,0,0,4.0,8
2023,717557,44,641584,6,bottom,0,2,2.0,5
2023,717597,2,661388,1,top,0,1,4.0,8
2023,717641,72,664774,8,bottom,3,2,0.0,1
2023,717659,63,521692,8,top,-2,0,1.0,2
2023,717659,79,670042,9,bottom,-1,1,0.0,0
2023,717330,2,641313,1,top,0,1,3.0,9
2023,717395,61,650391,8,top,2,0,0.0,2
2023,717422,6,527038,1,bottom,0,1,3.0,8
2023,717488,65,575929,7,top,-1,1,1.0,3
2023,718438,62,606466,7,bottom,1,1,0.0,2
2025,776852,70,672695,8,bottom,-2,2,1.0,3
2025,776873,1,665487,1,top,0,0,4.0,8
2025,776873,16,677942,2,bottom,1,0,3.0,7
2025,776913,29,547180,4,bottom,-3,2,2.0,5
2025,776913,21,681082,3,bottom,-3,2,3.0,6
2025,776937,24,701358,3,bottom,3,1,2.0,6
2025,776949,24,669224,3,bottom,-3,1,3.0,6
2025,776954,82,668904,9,bottom,-3,2,0.0,0
2025,776964,7,671218,1,bottom,-1,2,4.0,8
2025,777003,44,650402,6,bottom,0,2,1.0,3
2025,777018,22,687263,3,bottom,1,1,3.0,6
2025,777018,75,650859,9,bottom,-2,2,0.0,0
2023,718409,12,527038,2,bottom,0,1,3.0,7
2023,718438,53,672515,6,bottom,1,0,1.0,3
2025,776812,2,670770,1,top,0,1,4.0,9
2025,776812,28,668715,4,top,-1,1,2.0,6
2025,776823,12,680718,2,top,1,1,3.0,7
2025,776841,6,663728,1,bottom,0,2,4.0,8
2025,776937,16,643289,2,bottom,0,2,3.0,7
2025,776949,11,676609,2,top,2,0,3.0,7
2025,777018,67,621493,8,bottom,-2,1,0.0,1
2025,777018,59,650859,7,bottom,-2,2,1.0,2
2025,776964,71,672275,8,bottom,-2,0,1.0,1
2025,776937,14,643289,2,bottom,0,0,3.0,7
2025,778311,12,686948,2,top,1,2,3.0,7
2025,778311,17,669397,3,top,1,0,3.0,6
2023,716582,65,665862,7,bottom,-1,2,0.0,2
2023,716582,40,650333,4,bottom,1,2,2.0,5
2023,716614,8,514888,1,bottom,-3,1,3.0,8
2023,716614,19,455117,2,bottom,-2,2,2.0,7
2023,716682,43,605141,6,top,3,1,2.0,4
2023,716754,15,672356,2,bottom,0,0,4.0,9
2023,716754,60,664040,8,top,1,1,1.0,4
2023,716790,50,664238,6,bottom,-2,2,1.0,3
2023,716790,71,668942,9,bottom,-2,2,0.0,0
2023,716819,50,685133,6,bottom,1,0,1.0,3
2023,716819,30,542303,5,top,-2,1,2.0,4
2023,716830,56,663656,7,top,3,0,3.0,3
2023,716863,74,650559,9,bottom,-3,0,0.0,0
2023,716902,57,595281,7,top,0,2,1.0,4
2025,778291,35,682998,4,top,3,2,2.0,6
2025,778291,59,542963,6,bottom,-3,0,2.0,3
2023,716696,50,650907,6,bottom,2,2,1.0,3
2023,716726,66,667670,9,bottom,0,0,0.0,1
2023,716754,6,680757,1,bottom,-1,0,5.0,10
2023,716859,21,453568,3,top,-2,2,2.0,6
2023,716902,56,595281,7,top,0,1,1.0,4
2023,716614,58,676116,8,top,3,0,0.0,2
2023,716863,35,650559,5,bottom,-1,1,2.0,4
2023,716601,15,628451,2,bottom,-2,0,4.0,7
2023,716790,46,672478,6,top,2,2,1.0,4
2022,661386,35,670032,4,top,-1,2,2.0,5
2022,661386,29,547989,3,bottom,1,1,3.0,6
2022,661444,71,572233,9,top,2,0,0.0,1
2022,661498,54,608348,8,top,0,2,0.0,2
2022,661544,1,656555,1,top,0,0,4.0,9
2022,661577,17,663697,3,top,1,0,3.0,7
2022,661592,54,657041,6,top,1,2,1.0,3
2022,661592,65,592663,7,bottom,0,0,0.0,2
2022,661723,30,668227,4,top,0,2,3.0,6
2022,661742,7,519317,2,top,0,0,4.0,8
2022,661763,34,643376,4,bottom,0,2,2.0,5
2022,661783,27,621493,4,top,-1,1,2.0,5
2022,661954,20,665833,3,top,0,0,3.0,7
2022,661444,1,668942,1,top,0,0,5.0,9
2022,661593,42,547180,5,bottom,2,1,2.0,4
2022,661954,23,669261,3,top,1,2,2.0,7
2022,661593,3,572228,1,top,0,2,4.0,8
2022,661726,58,650490,8,top,-3,1,0.0,1
2022,661726,59,650490,8,top,-3,2,0.0,1
2024,747093,12,518595,2,bottom,0,1,3.0,8
2024,747120,27,660670,3,bottom,-3,2,2.0,6
2024,747142,17,621563,3,top,0,2,3.0,7
2024,747142,1,607043,1,top,0,0,4.0,9
2024,747179,53,672695,7,bottom,0,1,1.0,2
2024,747179,2,672284,1,top,0,1,4.0,8
2024,747212,31,663538,5,top,-1,0,2.0,5
2024,747219,23,665742,4,top,-1,1,3.0,8
2025,776169,51,514888,7,top,1,2,0.0,2
2025,776251,53,592626,7,bottom,0,1,2.0,5
2025,776255,69,606466,8,bottom,-3,2,0.0,1
2025,776273,41,676059,6,bottom,1,0,1.0,3
2025,776336,41,690987,6,bottom,1,1,1.0,3
2025,776347,1,678009,1,top,0,0,5.0,11
2025,776295,3,545361,1,top,0,2,3.0,8
2025,776347,15,691185,2,bottom,1,1,3.0,9
2025,776353,20,664702,3,bottom,-1,0,3.0,6
2025,777235,12,643289,2,top,2,2,5.0,8
2025,777240,66,682177,9,bottom,-1,2,0.0,0
2025,777279,51,671739,6,bottom,1,2,1.0,3
2025,777324,2,621439,1,top,0,1,3.0,8
2025,777324,30,664034,4,top,0,2,2.0,5
2025,777331,65,605137,7,top,0,0,2.0,3
2025,777345,36,672386,5,top,3,1,3.0,5
2025,777366,19,669016,3,top,-1,1,2.0,6
2025,777371,56,701762,8,top,3,0,0.0,2
2025,777462,27,666971,4,top,-2,0,2.0,5
2025,777478,42,682829,5,bottom,3,2,2.0,4
2025,777478,22,680574,3,bottom,-1,2,3.0,6
2023,716663,19,656248,3,top,-2,1,2.0,6
2025,777239,17,669701,3,top,0,2,3.0,8
2025,777257,38,694192,6,top,0,0,1.0,3
2025,777291,7,642086,2,top,0,0,3.0,7
2025,777331,19,682928,3,top,1,1,4.0,7
2025,777371,65,672016,9,top,3,0,0.0,1
2025,777447,64,676475,8,top,-2,0,1.0,2
2025,777447,37,691023,5,top,0,2,2.0,5
2025,777314,43,679529,6,bottom,3,0,1.0,3
2025,777371,6,682985,1,bottom,0,2,3.0,8
2025,777371,9,701762,2,top,0,1,3.0,8
2025,777416,19,669242,3,bottom,0,1,3.0,6
2024,745147,19,502671,3,bottom,-1,0,3.0,6
2024,745174,74,502671,9,bottom,-1,2,0.0,0
2024,745174,20,572761,3,bottom,-1,1,3.0,6
2024,745191,34,572233,5,top,2,1,2.0,5
2024,745226,62,670042,9,bottom,-2,0,0.0,0
2024,745226,51,593871,7,bottom,-2,1,1.0,2
2024,745265,14,682729,2,bottom,0,2,2.0,7
2024,745270,55,641584,7,top,-2,2,1.0,2
2024,745270,19,641487,3,bottom,0,2,3.0,6
2024,745280,68,672279,8,top,3,1,0.0,2
2024,745295,62,681460,8,top,-3,2,0.0,1
2024,745317,70,518792,8,top,0,1,2.0,4
2024,745327,35,608324,5,top,2,2,1.0,5
2024,745328,28,665161,4,top,-1,2,2.0,5
2024,745349,6,664774,1,bottom,0,1,3.0,8
2024,745439,24,630105,3,bottom,0,2,2.0,6
2024,745465,3,668715,1,top,0,2,3.0,8
2024,745477,49,663647,7,bottom,0,1,1.0,2
2024,745482,71,680977,9,top,3,2,0.0,1
2024,745482,51,656582,6,bottom,-2,1,1.0,3
2024,745497,44,668804,6,bottom,1,0,1.0,3
2024,745174,48,669357,6,bottom,-3,0,2.0,3
2024,745295,52,657757,7,top,-2,1,1.0,2
2024,745295,37,592200,5,bottom,1,1,2.0,4
2024,745296,29,656305,4,bottom,-2,2,2.0,5
2024,745296,19,660821,3,top,2,1,2.0,7
2024,745349,8,658668,2,top,0,0,3.0,7
2024,745477,57,669261,8,bottom,-1,0,1.0,1
2024,745270,8,641584,2,top,0,1,3.0,7
2024,745328,5,596103,1,bottom,0,0,4.0,8
2024,745330,21,592450,3,top,0,1,3.0,7
2024,745191,28,606466,4,top,2,2,2.0,6
2024,745482,9,680977,2,top,0,0,4.0,8
2025,777765,55,805779,7,bottom,0,1,1.0,2
2025,777765,65,669722,8,bottom,-1,1,0.0,1
2025,777818,3,673962,1,top,0,2,3.0,8
2025,777870,20,691182,3,top,-1,2,2.0,6
2025,777903,42,666139,5,top,-1,2,1.0,4
2025,777903,19,802415,3,top,-1,2,2.0,6
2025,777941,36,592450,5,top,0,0,3.0,5
2025,777967,72,624428,9,bottom,0,0,0.0,0
2025,777972,50,691176,6,top,0,2,1.0,3
2025,778088,44,683011,6,bottom,3,0,1.0,3
2025,777913,1,666139,1,top,0,0,4.0,9
2025,777950,43,457705,6,top,0,1,1.0,4
2025,777967,10,686948,2,top,0,1,3.0,8
2025,777983,53,607208,8,top,1,2,1.0,2
2025,778056,36,666182,4,bottom,-1,2,2.0,5
2025,778081,35,665926,4,bottom,0,2,2.0,5
2025,778134,48,669357,7,top,1,1,1.0,3
2025,778137,39,542303,5,top,0,0,2.0,5
2025,778137,29,669221,4,top,-1,1,3.0,6
2025,778186,5,666397,1,bottom,0,0,4.0,8
2025,778221,9,593428,2,top,0,1,3.0,8
2025,778056,39,680757,5,top,1,1,2.0,5
2025,778088,10,676609,2,top,0,1,2.0,7
2025,778221,19,665487,3,top,2,2,2.0,7
2023,718388,23,666969,3,bottom,2,2,2.0,6
2023,718388,12,641680,2,bottom,0,0,3.0,7
2023,718405,23,665155,3,bottom,1,2,3.0,6
2023,718405,51,663837,6,bottom,1,1,2.0,3
2023,718427,4,518934,1,top,1,2,3.0,8
2023,718447,17,657077,3,top,2,1,2.0,6
2023,718447,65,807799,9,top,-1,0,0.0,0
2023,718454,3,600869,1,top,0,2,3.0,8
2021,632357,35,572816,5,top,-3,1,1.0,4
2021,632421,62,572287,8,bottom,-2,2,0.0,1
2021,632447,41,547180,6,top,2,2,2.0,4
2021,632480,17,571771,3,top,0,2,3.0,7
2021,632519,66,650333,8,bottom,-1,1,0.0,1
2021,632559,52,514917,6,bottom,3,2,1.0,3
2021,632559,47,592669,6,top,-3,2,1.0,3
2023,718326,34,682073,5,bottom,0,1,1.0,4
2023,718384,49,573262,5,top,1,2,2.0,4
2023,718384,29,543592,3,bottom,3,1,3.0,6
2023,718427,12,543305,2,top,1,2,2.0,7
2023,718452,22,621493,3,bottom,0,2,2.0,6
2023,718462,61,663656,9,top,0,0,0.0,1
2021,632210,23,593160,3,bottom,1,0,2.0,6
2021,632210,13,435559,2,top,-1,1,3.0,7
2021,632274,51,641313,6,bottom,3,1,1.0,3
2021,632519,42,643217,6,top,2,2,2.0,4
2023,718384,15,543592,2,bottom,2,1,4.0,7
2021,632343,76,592696,9,top,0,2,0.0,2
2021,633731,40,668942,5,bottom,-3,1,2.0,5
2021,633735,66,502110,7,bottom,-1,1,0.0,2
2021,633760,18,666205,3,top,-1,2,1.0,4
2021,633787,17,624428,2,bottom,2,2,4.0,10
2021,633787,53,542583,7,top,3,2,2.0,6
2021,633800,1,514888,1,top,0,0,3.0,8
2021,633800,7,543760,1,bottom,0,2,3.0,8
2021,633801,51,598265,7,top,1,0,1.0,3
2021,633839,8,666969,1,bottom,-2,1,3.0,8
2021,633890,20,607208,2,bottom,2,1,3.0,7
2021,633890,41,553993,5,top,-3,2,2.0,4
2021,633941,11,664023,2,top,-2,0,3.0,8
2021,633982,48,656775,7,top,-1,2,1.0,2
2021,634079,60,608324,7,top,1,2,1.0,2
2021,634079,33,663656,4,top,1,1,2.0,5
2021,634163,71,663586,9,bottom,-2,1,0.0,0
2021,634164,23,643396,3,top,-1,2,2.0,6
2021,634231,49,543760,6,top,1,1,2.0,4
2021,634238,20,608331,3,bottom,0,2,2.0,6
2021,633960,25,547989,3,bottom,2,0,2.0,4
2021,634003,8,665742,1,bottom,-1,2,2.0,6
2021,634003,2,608385,1,top,1,0,3.0,7
2021,634163,12,606192,2,top,-1,2,3.0,8
2021,633735,47,543760,6,top,2,1,1.0,4
2021,634003,50,607468,7,top,3,2,0.0,1
2021,634023,54,664850,7,bottom,2,2,1.0,2
2021,634163,11,606192,2,top,-1,1,3.0,8
2021,634231,11,624415,2,top,-1,1,4.0,8
2021,634231,10,624415,2,top,-1,0,4.0,8
2021,632455,28,458015,4,bottom,0,2,2.0,5
2021,632468,59,665861,7,bottom,-2,2,1.0,2
2021,632674,22,457759,3,bottom,3,0,2.0,6
2021,632733,43,527038,6,top,2,2,1.0,4
2021,632892,33,660162,4,bottom,-1,0,2.0,5
2021,632908,8,656305,2,top,0,1,2.0,7
2021,632912,12,605204,2,bottom,0,1,2.0,5
2021,632932,32,668942,4,bottom,1,2,2.0,5
2021,632540,13,457705,2,bottom,0,1,3.0,7
2021,632586,74,642708,9,bottom,-3,1,0.0,0
2021,632604,40,592866,5,top,0,0,2.0,5
2021,632733,20,664774,3,top,2,2,3.0,7
2021,632874,45,542583,6,bottom,1,0,1.0,3
2021,632892,28,641313,3,bottom,-1,2,3.0,6
2021,632580,28,493329,3,bottom,1,2,3.0,6
2021,632892,27,641313,3,bottom,-1,1,3.0,6
2021,632932,8,543592,2,top,0,1,3.0,8
2021,632477,14,628450,2,bottom,0,1,4.0,7
2021,632477,13,628450,2,bottom,0,0,4.0,7
2024,745883,50,686797,6,bottom,0,2,1.0,3
2024,745985,27,666624,4,top,-2,1,2.0,5
2024,746007,60,593871,8,top,-1,2,1.0,2
2024,746045,28,650559,3,bottom,-1,1,2.0,6
2024,746126,44,606192,5,bottom,-2,1,1.0,4
2024,746141,23,518692,3,bottom,2,0,3.0,6
2024,746218,23,650859,3,bottom,1,0,2.0,6
2024,746226,68,681351,9,bottom,-1,2,0.0,0
2024,746158,31,669257,4,bottom,-1,0,2.0,5
2024,746182,3,677594,1,top,0,2,4.0,9
2024,746141,13,592178,2,top,-2,1,3.0,7
2023,717793,55,571912,7,top,0,2,1.0,4
2023,717824,24,621493,3,bottom,-2,2,2.0,6
2023,717840,71,671739,7,bottom,-3,1,1.0,3
2023,717862,38,656941,6,bottom,0,1,1.0,3
2023,717870,8,641584,1,bottom,-3,0,5.0,8
2023,717874,35,663647,4,bottom,-1,1,2.0,5
2023,717902,14,642086,2,bottom,-1,2,3.0,7
2023,717918,52,571771,6,bottom,-3,1,1.0,3
2023,717922,40,543760,6,bottom,0,0,1.0,3
2023,717977,10,519058,2,top,1,1,3.0,7
2023,717981,5,606466,1,bottom,0,1,3.0,8
2023,717985,69,608841,9,top,0,2,0.0,1
2023,718103,37,624585,6,top,0,0,1.0,4
2023,718104,43,643217,6,bottom,1,0,1.0,3
2023,718124,15,669242,2,bottom,-2,1,4.0,7
2023,717824,41,687263,5,bottom,0,2,1.0,4
2023,717840,21,671739,2,bottom,-2,2,4.0,8
2023,717902,5,657041,1,bottom,0,0,3.0,8
2023,717923,10,605612,2,top,1,1,3.0,8
2023,717985,38,686681,5,bottom,-2,1,2.0,4
2023,718031,22,656716,3,bottom,-1,1,3.0,6
2023,718096,32,592669,4,bottom,-3,0,2.0,5
2023,718121,43,666182,6,bottom,-1,1,1.0,3
2023,717862,44,665155,7,top,-1,2,1.0,3
2023,717981,61,807799,8,top,-2,0,0.0,1
2023,717984,26,660271,4,bottom,-1,0,2.0,5
2023,717985,22,668472,3,bottom,0,2,2.0,6
2023,718121,20,474832,3,bottom,-1,0,2.0,6
2025,777738,57,671218,7,top,-1,0,1.0,2
2025,777738,40,656305,5,top,3,2,1.0,4
2025,777738,52,683766,6,top,-1,2,1.0,3
2025,777829,16,680757,3,top,0,2,3.0,7
2025,777830,16,641943,2,bottom,-3,1,3.0,7
2025,777859,3,682829,1,top,0,2,4.0,9
2025,777859,58,669720,8,top,3,1,1.0,2
2025,777964,46,668930,6,top,1,2,1.0,4
2025,778007,36,656811,5,top,1,0,1.0,4
2025,778114,9,666182,1,bottom,-2,2,4.0,9
2025,777738,33,669234,4,bottom,-1,2,2.0,5
2025,777829,21,680777,3,bottom,1,2,2.0,6
2025,777830,35,683734,4,bottom,1,2,2.0,5
2025,777876,13,669397,2,top,2,1,4.0,8
2025,777953,13,592206,2,bottom,0,1,3.0,7
2025,778010,5,805779,1,bottom,0,0,4.0,8
2025,778040,46,592663,7,top,1,0,1.0,3
2025,778058,4,680574,1,bottom,0,0,3.0,8
2025,778058,34,669743,5,top,0,2,2.0,5
2025,777915,67,518934,9,top,1,0,0.0,1
2023,718528,15,665862,2,bottom,-2,2,3.0,7
2023,718589,51,593428,7,bottom,-2,1,1.0,3
2023,718608,8,457705,1,bottom,0,2,3.0,8
2023,718637,52,614173,7,top,0,0,1.0,2
2023,718690,39,679529,5,bottom,1,2,1.0,4
2023,718709,10,624428,2,top,0,1,3.0,8
2023,718766,66,602074,9,top,3,2,0.0,1
2024,744798,60,681082,8,top,3,0,0.0,2
2024,744820,38,543685,5,top,2,2,2.0,6
2024,744828,12,660688,2,bottom,0,1,2.0,7
2024,744932,25,665489,3,bottom,-3,2,2.0,6
2024,744949,10,606192,2,top,1,2,4.0,8
2023,718528,5,605204,1,top,2,2,3.0,8
2023,718537,4,643289,1,bottom,0,0,4.0,8
2023,718607,68,691023,9,top,2,1,0.0,1
2023,718702,9,457759,1,bottom,0,2,3.0,8
2024,744798,31,665019,5,top,1,0,2.0,5
2023,718403,5,444482,1,top,2,2,3.0,8
2023,718403,36,605131,5,top,-1,2,1.0,4
2023,718450,52,669357,6,top,3,2,1.0,4
2023,718623,60,663656,8,top,-2,2,0.0,2
2023,718656,24,518692,3,top,-1,1,3.0,6
2023,718678,6,670623,1,bottom,0,2,4.0,8
2024,744803,65,681146,9,top,-3,0,0.0,0
2024,744840,7,657041,1,bottom,0,2,4.0,9
2024,744938,60,670623,8,top,-1,0,1.0,2
2023,718403,1,605141,1,top,0,0,3.0,8
2023,718623,63,668804,8,bottom,2,1,0.0,1
2023,718692,69,521692,9,bottom,-3,1,0.0,0
2023,718735,57,680757,7,top,0,1,1.0,4
2023,718741,1,502054,1,top,0,0,4.0,9
2024,744855,8,641598,2,top,0,1,4.0,8
2024,744899,31,663624,4,top,-1,1,2.0,5
2023,718450,18,543939,2,bottom,-1,2,3.0,7
2023,718692,58,656305,8,top,3,0,0.0,2
2023,718604,5,680757,1,bottom,0,0,4.0,8
2023,718692,8,686469,1,bottom,0,2,3.0,8
2023,717635,56,543281,7,bottom,-2,2,1.0,2
2023,717643,58,455117,8,top,-1,1,0.0,1
2023,717667,18,543760,3,top,-1,2,3.0,7
2023,717667,66,673357,8,bottom,-3,1,0.0,1
2023,717789,17,650490,3,top,0,1,2.0,6
2023,717813,46,650490,5,bottom,-2,2,2.0,4
2023,717838,32,595453,4,bottom,1,0,2.0,5
2023,717898,33,657557,4,top,-2,2,2.0,5
2023,717946,41,672356,4,top,1,2,2.0,6
2023,717969,32,672284,4,bottom,-2,0,2.0,5
2023,717971,32,545361,4,top,3,2,2.0,6
2023,717731,69,682641,9,top,1,0,1.0,3
2023,717789,51,660644,7,top,-1,1,1.0,2
2023,717898,23,502671,3,top,-2,1,2.0,6
2023,717955,1,595777,1,top,0,0,4.0,8
2023,717971,71,592273,9,top,3,1,0.0,1
2023,717643,13,681546,2,bottom,1,1,3.0,7
2023,717711,21,656716,3,top,0,0,3.0,7
2021,634382,32,621043,4,bottom,1,0,2.0,5
2021,634382,41,608324,5,bottom,3,0,1.0,4
2021,634383,29,670541,4,bottom,0,2,2.0,6
2021,634386,45,593428,5,bottom,3,2,1.0,4
2021,634386,39,572122,5,top,-1,2,2.0,4
2021,634386,30,664238,4,top,-2,2,2.0,5
2021,634408,48,571980,5,bottom,-1,2,2.0,4
2021,634408,65,553993,7,bottom,1,2,1.0,2
2021,634408,38,663697,4,bottom,-2,2,2.0,5
2021,634408,59,608348,7,top,-1,0,1.0,3
2021,634427,76,500743,8,bottom,-2,2,0.0,1
2021,634427,13,594807,1,bottom,-2,2,4.0,8
2021,634444,57,594777,8,top,-3,2,1.0,3
2021,634561,6,641857,1,bottom,1,1,3.0,6
2021,634605,44,493329,6,top,3,0,2.0,4
2021,634645,66,467092,8,bottom,3,2,0.0,1
2021,634329,8,518626,1,bottom,-2,2,3.0,8
2021,634355,6,571771,1,bottom,-1,0,3.0,8
2021,634361,71,605141,8,bottom,1,1,0.0,1
2021,634382,7,514888,1,bottom,0,1,4.0,8
2021,634437,46,570482,6,top,2,1,1.0,4
2021,634444,59,571980,8,bottom,3,0,1.0,2
2022,661033,63,660271,7,bottom,0,0,1.0,2
2021,634440,73,518626,8,top,1,1,1.0,3
2021,634440,57,593871,6,top,2,2,2.0,5
2021,634605,2,514888,1,top,0,1,4.0,9
2025,777751,24,687597,4,top,-2,0,3.0,8
2025,777762,58,666018,8,bottom,1,1,0.0,1
2025,777762,28,665019,5,top,0,0,1.0,4
2025,777804,54,607208,8,top,1,1,1.0,2
2025,777804,66,679032,9,top,3,2,0.0,1
2025,777815,7,608324,1,bottom,0,2,5.0,8
2025,777821,55,608070,8,top,3,2,1.0,2
2025,777836,16,671221,3,top,0,0,2.0,6
2025,777840,38,687363,5,bottom,-2,2,2.0,4
2025,777978,42,668942,6,bottom,1,2,1.0,3
2025,777981,14,670764,2,bottom,0,2,3.0,7
2025,777986,65,656896,9,top,2,0,0.0,1
2025,778003,40,682829,6,top,-1,1,2.0,6
2025,778003,63,542303,8,bottom,0,2,1.0,3
2025,778152,17,676801,3,top,0,1,3.0,7
2025,778163,16,571970,2,bottom,1,1,3.0,7
2025,778172,44,593428,6,bottom,-1,1,1.0,3
2025,777803,22,592518,3,top,0,2,2.0,6
2025,777804,16,609280,2,bottom,-1,2,3.0,7
2025,777840,61,671056,8,bottom,0,1,0.0,1
2025,777986,56,663624,8,top,2,1,1.0,2
2025,778104,41,681351,5,top,0,1,1.0,4
2025,778104,31,672569,4,top,-1,0,2.0,5
2025,778181,41,687597,4,bottom,0,2,2.0,5
2025,777836,3,686469,1,top,0,2,3.0,8
2025,777762,31,670224,5,bottom,0,0,2.0,4
2022,662639,42,547989,6,top,-1,1,1.0,3
2022,662683,29,673548,5,top,0,0,2.0,4
2022,662683,6,518692,1,bottom,0,2,3.0,8
2022,662683,51,666158,7,bottom,0,0,1.0,2
2022,662781,16,668731,2,bottom,1,2,3.0,8
2022,662893,3,608070,1,top,0,2,4.0,9
2022,662893,12,640458,2,top,1,2,3.0,8
2022,662893,58,545341,6,bottom,-2,2,1.0,3
2022,662915,27,595879,4,bottom,-2,0,2.0,5
2022,662915,29,571466,4,bottom,-2,2,2.0,5
2022,662927,34,493329,4,bottom,-1,2,2.0,5
2022,662944,54,663656,8,top,-1,1,0.0,1
2022,663006,40,670770,5,bottom,-1,2,1.0,4
2022,663085,3,666801,1,top,1,1,4.0,9
2022,663107,63,592567,8,bottom,-3,1,0.0,1
2022,662687,28,457759,3,bottom,-1,1,2.0,6
2022,662713,6,677951,1,bottom,0,2,3.0,8
2022,662713,42,596146,6,top,2,2,2.0,4
