steal,inning,half,batting_score_diff,outs,hold_we,success_we,caught_we,we_break_even_success,elite_90_we_gain,primary_success_probability,max_replacement_cost_wpa,adverse_battery_success_probability,adverse_battery_we_gain,re_break_even_success,elite_90_run_gain,max_replacement_cost_ubr_runs,max_replacement_cost_war,worth_before_replacement_cost
1B_to_2B,8,bottom,-3,1,0.078786,0.088009,0.029958,0.841136,0.003417,0.931467,0.005245,0.900000,0.003417,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,bottom,-3,2,0.043991,0.049010,0.021707,0.816173,0.002289,0.931467,0.003148,0.900000,0.002289,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,bottom,-2,0,0.241317,0.269097,0.113076,0.821941,0.012179,0.931467,0.017087,0.900000,0.012179,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,bottom,-2,1,0.169780,0.185139,0.084106,0.847986,0.005255,0.931467,0.008435,0.900000,0.005255,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,bottom,-2,2,0.112515,0.120410,0.068382,0.848254,0.002692,0.931467,0.004329,0.900000,0.002692,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,bottom,-1,0,0.396251,0.475000,0.224758,0.685308,0.053725,0.931467,0.061599,0.900000,0.053725,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,bottom,-1,1,0.300280,0.353199,0.175085,0.702892,0.035108,0.931467,0.040712,0.900000,0.035108,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,bottom,-1,2,0.215721,0.249589,0.141246,0.687404,0.023033,0.931467,0.026443,0.900000,0.023033,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,bottom,0,0,0.677356,0.747485,0.564724,0.616279,0.051853,0.931467,0.057604,0.900000,0.051853,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,bottom,0,1,0.612718,0.661703,0.527917,0.633860,0.035606,0.931467,0.039816,0.900000,0.035606,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,bottom,0,2,0.554069,0.586723,0.500733,0.620259,0.024055,0.931467,0.026761,0.900000,0.024055,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,bottom,1,0,0.902864,0.921447,0.871041,0.631333,0.013543,0.931467,0.015129,0.900000,0.013543,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,bottom,1,1,0.884733,0.897624,0.860910,0.648898,0.009219,0.931467,0.010375,0.900000,0.009219,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,bottom,1,2,0.868365,0.876893,0.853548,0.634688,0.006194,0.931467,0.006928,0.900000,0.006194,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,bottom,2,0,0.963699,0.971004,0.952058,0.614435,0.005410,0.931467,0.006007,0.900000,0.005410,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,bottom,2,1,0.957011,0.962118,0.948241,0.631979,0.003719,0.931467,0.004156,0.900000,0.003719,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,bottom,2,2,0.950944,0.954351,0.945415,0.618709,0.002514,0.931467,0.002795,0.900000,0.002514,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,8,bottom,3,0,0.987114,0.989001,0.983978,0.624161,0.001386,0.931467,0.001543,0.900000,0.001386,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,8,bottom,3,1,0.985295,0.986608,0.982979,0.638265,0.000950,0.931467,0.001064,0.900000,0.000950,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,8,bottom,3,2,0.983685,0.984559,0.982248,0.621821,0.000643,0.931467,0.000716,0.900000,0.000643,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,top,-3,0,0.074596,0.081719,0.013867,0.895024,0.000338,0.931467,0.002473,0.900000,0.000338,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,top,-3,1,0.036346,0.038662,0.003654,0.933842,-0.001185,0.931467,-0.000083,0.900000,-0.001185,0.724120,0.104202,0.122845,0.012540,False
1B_to_2B,9,top,-3,2,0.011948,0.012580,0.000000,0.949784,-0.000626,0.931467,-0.000230,0.900000,-0.000626,0.701135,0.066166,0.076636,0.007823,False
1B_to_2B,9,top,-2,0,0.157918,0.173315,0.036113,0.887773,0.001678,0.931467,0.005994,0.900000,0.001678,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,top,-2,1,0.089982,0.096011,0.011516,0.928649,-0.002421,0.931467,0.000238,0.900000,-0.002421,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,top,-2,2,0.037718,0.039063,0.000000,0.965547,-0.002560,0.931467,-0.001332,0.900000,-0.002560,0.701135,0.066166,0.076636,0.007823,False
1B_to_2B,9,top,-1,0,0.285976,0.369420,0.091762,0.699473,0.055678,0.931467,0.064415,0.900000,0.055678,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,top,-1,1,0.177820,0.233318,0.036798,0.717594,0.035846,0.931467,0.042030,0.900000,0.035846,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,top,-1,2,0.083031,0.118138,0.000000,0.702829,0.023293,0.931467,0.027011,0.900000,0.023293,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,top,0,0,0.591290,0.679800,0.450942,0.613254,0.065624,0.931467,0.072826,0.900000,0.065624,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,top,0,1,0.510526,0.572425,0.404877,0.630563,0.045144,0.931467,0.050416,0.900000,0.045144,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,top,0,2,0.437293,0.478625,0.370759,0.616821,0.030545,0.931467,0.033940,0.900000,0.030545,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,top,1,0,0.875450,0.895971,0.837595,0.648466,0.014683,0.931467,0.016520,0.900000,0.014683,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,top,1,1,0.854012,0.868122,0.825907,0.665762,0.009888,0.931467,0.011217,0.900000,0.009888,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,top,1,2,0.834822,0.844070,0.817575,0.650923,0.006599,0.931467,0.007432,0.900000,0.006599,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,top,2,0,0.944223,0.955484,0.926844,0.606827,0.008396,0.931467,0.009298,0.900000,0.008396,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,top,2,1,0.934098,0.941989,0.921114,0.622011,0.005803,0.931467,0.006460,0.900000,0.005803,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,top,2,2,0.925009,0.930303,0.916854,0.606350,0.003949,0.931467,0.004372,0.900000,0.003949,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,top,3,0,0.980585,0.981967,0.975999,0.768546,0.000785,0.931467,0.000973,0.900000,0.000785,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,top,3,1,0.978058,0.978911,0.974846,0.790126,0.000447,0.931467,0.000574,0.900000,0.000447,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,top,3,2,0.975924,0.976421,0.974149,0.780996,0.000270,0.931467,0.000341,0.900000,0.000270,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,bottom,-3,0,0.089305,0.097894,0.016866,0.894001,0.000486,0.931467,0.003036,0.900000,0.000486,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,bottom,-3,1,0.044079,0.046919,0.004497,0.933056,-0.001402,0.931467,-0.000067,0.900000,-0.001402,0.724120,0.104202,0.122845,0.012540,False
1B_to_2B,9,bottom,-3,2,0.014703,0.015484,0.000000,0.949590,-0.000768,0.931467,-0.000280,0.900000,-0.000768,0.701135,0.066166,0.076636,0.007823,False
1B_to_2B,9,bottom,-2,0,0.188024,0.206423,0.043850,0.886825,0.002142,0.931467,0.007257,0.900000,0.002142,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,bottom,-2,1,0.108806,0.116140,0.014178,0.928072,-0.002862,0.931467,0.000346,0.900000,-0.002862,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,bottom,-2,2,0.046439,0.048056,0.000000,0.966353,-0.003189,0.931467,-0.001676,0.900000,-0.003189,0.701135,0.066166,0.076636,0.007823,False
1B_to_2B,9,bottom,-1,0,0.334832,0.439593,0.111201,0.680988,0.071922,0.931467,0.082255,0.900000,0.071922,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,bottom,-1,1,0.210889,0.281590,0.045342,0.700734,0.047076,0.931467,0.054510,0.900000,0.047076,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,bottom,-1,2,0.099860,0.145106,0.000000,0.688184,0.030736,0.931467,0.035301,0.900000,0.030736,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,bottom,0,0,0.698542,0.797561,0.565042,0.574148,0.075767,0.931467,0.083084,0.900000,0.075767,0.728116,0.150082,0.177557,0.018125,True
1B_to_2B,9,bottom,0,1,0.620736,0.691095,0.517716,0.594186,0.053022,0.931467,0.058477,0.900000,0.053022,0.724120,0.104202,0.122845,0.012540,True
1B_to_2B,9,bottom,0,2,0.548480,0.596160,0.481118,0.585546,0.036176,0.931467,0.039796,0.900000,0.036176,0.701135,0.066166,0.076636,0.007823,True
1B_to_2B,9,bottom,1,0,1.000000,1.000000,1.000000,NA,-0.000000,0.931467,0.000000,0.900000,-0.000000,0.728116,0.150082,0.177557,0.018125,False
1B_to_2B,9,bottom,1,1,1.000000,1.000000,1.000000,0.333333,0.000000,0.931467,0.000000,0.900000,0.000000,0.724120,0.104202,0.122845,0.012540,False
1B_to_2B,9,bottom,1,2,1.000000,1.000000,1.000000,NA,0.000000,0.931467,0.000000,0.900000,0.000000,0.701135,0.066166,0.076636,0.007823,False
1B_to_2B,9,bottom,2,0,1.000000,1.000000,1.000000,NA,-0.000000,0.931467,0.000000,0.900000,-0.000000,0.728116,0.150082,0.177557,0.018125,False
1B_to_2B,9,bottom,2,1,1.000000,1.000000,1.000000,0.333333,0.000000,0.931467,0.000000,0.900000,0.000000,0.724120,0.104202,0.122845,0.012540,False
1B_to_2B,9,bottom,2,2,1.000000,1.000000,1.000000,NA,0.000000,0.931467,0.000000,0.900000,0.000000,0.701135,0.066166,0.076636,0.007823,False
1B_to_2B,9,bottom,3,0,1.000000,1.000000,1.000000,NA,-0.000000,0.931467,0.000000,0.900000,-0.000000,0.728116,0.150082,0.177557,0.018125,False
1B_to_2B,9,bottom,3,1,1.000000,1.000000,1.000000,0.333333,0.000000,0.931467,0.000000,0.900000,0.000000,0.724120,0.104202,0.122845,0.012540,False
1B_to_2B,9,bottom,3,2,1.000000,1.000000,1.000000,NA,0.000000,0.931467,0.000000,0.900000,0.000000,0.701135,0.066166,0.076636,0.007823,False
